Name,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Offense_Total,Defense_Total,Off_Def_Ratio,Speed_Index,Bulk,Phys_Special,KMeans_label,Hierarchical_label,DBSCAN_label,Archetype
Espathra,95,60,60,101,60,105,161,120,0.9836065573770492,1.09375,11400,-41,0,3,0,Equilibrados / All-Around (1)
Tinkatink,50,45,45,35,64,58,80,109,0.9782608695652174,1.1372549019607843,5450,10,1,2,0,Equilibrados / All-Around (2)
Tinkatuff,65,55,55,45,82,78,100,137,0.9821428571428571,1.1818181818181819,8905,10,1,3,0,Equilibrados / All-Around (2)
Tinkaton,85,75,77,70,105,94,145,182,0.9615384615384616,1.0930232558139534,15470,5,0,3,0,Equilibrados / All-Around (1)
Wiglett,10,55,25,35,25,95,90,50,2.1153846153846154,8.636363636363637,500,20,3,4,-1,Velocistas Ofensivos (2)
Bombirdier,70,103,85,60,85,82,163,170,1.197674418604651,1.1549295774647887,11900,43,2,1,0,Velocistas Ofensivos (1)
Finizen,70,45,40,45,40,75,90,80,1.0975609756097562,1.056338028169014,5600,0,1,3,0,Equilibrados / All-Around (2)
Palafin,100,70,72,53,62,100,123,134,0.958904109589041,0.9900990099009901,13400,17,2,3,0,Velocistas Ofensivos (1)
Palafin,100,160,97,106,87,100,266,184,1.6326530612244898,0.9900990099009901,18400,54,5,0,0,Tanques
Varoom,45,70,63,30,45,47,100,108,1.09375,1.0217391304347827,4860,40,1,2,0,Equilibrados / All-Around (2)
Revavroom,80,119,90,54,67,90,173,157,1.3076923076923077,1.1111111111111112,12560,65,2,1,0,Velocistas Ofensivos (1)
Cyclizar,70,95,65,85,65,121,180,130,1.4393939393939394,1.704225352112676,9100,10,2,3,0,Velocistas Ofensivos (1)
Orthworm,70,85,145,60,55,65,145,200,0.5821917808219178,0.9154929577464789,14000,25,4,1,0,Equilibrados / All-Around (3)
Glimmet,48,35,42,105,60,60,140,102,0.813953488372093,1.2244897959183674,4896,-70,1,3,0,Equilibrados / All-Around (2)
Glimmora,83,55,90,130,81,86,185,171,0.6043956043956044,1.0238095238095237,14193,-75,0,0,0,Equilibrados / All-Around (1)
Greavard,50,61,60,30,55,34,91,115,1.0,0.6666666666666666,5750,31,1,2,0,Equilibrados / All-Around (2)
Houndstone,72,101,100,50,97,68,151,197,1.0,0.9315068493150684,14184,51,4,1,0,Equilibrados / All-Around (3)
Flamigo,82,115,74,75,64,90,190,138,1.5333333333333334,1.0843373493975903,11316,40,2,1,0,Velocistas Ofensivos (1)
Cetoddle,108,68,45,30,40,43,98,85,1.4782608695652173,0.3944954128440367,9180,38,1,2,0,Equilibrados / All-Around (2)
Cetitan,170,113,65,45,55,73,158,120,1.7121212121212122,0.4269005847953216,20400,68,2,1,0,Velocistas Ofensivos (1)
Veluza,90,102,73,78,65,70,180,138,1.3783783783783783,0.7692307692307693,12420,24,2,1,0,Velocistas Ofensivos (1)
Dondozo,150,100,115,65,65,35,165,180,0.8620689655172413,0.23178807947019867,27000,35,4,1,0,Equilibrados / All-Around (3)
Tatsugiri,68,50,60,120,95,82,170,155,0.819672131147541,1.1884057971014492,10540,-70,0,0,0,Equilibrados / All-Around (1)
Annihilape,110,115,80,50,90,90,165,170,1.4197530864197532,0.8108108108108109,18700,65,2,1,0,Velocistas Ofensivos (1)
Clodsire,130,75,60,45,100,20,120,160,1.2295081967213115,0.15267175572519084,20800,30,4,1,0,Equilibrados / All-Around (3)
Farigiraf,120,90,70,110,70,60,200,140,1.267605633802817,0.49586776859504134,16800,-20,0,0,0,Equilibrados / All-Around (1)
Dudunsparce,125,100,80,85,75,55,185,155,1.2345679012345678,0.4365079365079365,19375,15,4,0,0,Equilibrados / All-Around (3)
Kingambit,100,135,120,60,85,50,195,205,1.115702479338843,0.49504950495049505,20500,75,4,1,0,Equilibrados / All-Around (3)
Great Tusk,115,131,131,53,53,87,184,184,0.9924242424242424,0.75,21160,78,4,1,0,Equilibrados / All-Around (3)
Scream Tail,115,65,99,65,115,111,130,214,0.65,0.9568965517241379,24610,0,4,0,0,Equilibrados / All-Around (3)
Brute Bonnet,111,127,99,79,99,55,206,198,1.27,0.49107142857142855,21978,48,4,1,0,Equilibrados / All-Around (3)
Flutter Mane,55,55,55,135,135,135,190,190,0.9821428571428571,2.4107142857142856,10450,-80,0,0,0,Equilibrados / All-Around (1)
Slither Wing,85,135,79,85,105,81,220,184,1.6875,0.9418604651162791,15640,50,2,1,0,Velocistas Ofensivos (1)
Sandy Shocks,85,81,97,121,85,101,202,182,0.826530612244898,1.1744186046511629,15470,-40,0,0,0,Equilibrados / All-Around (1)
Iron Treads,90,112,120,72,70,106,184,190,0.9256198347107438,1.164835164835165,17100,40,4,1,0,Equilibrados / All-Around (3)
Iron Bundle,56,80,114,124,60,136,204,174,0.6956521739130435,2.3859649122807016,9744,-44,0,0,0,Equilibrados / All-Around (1)
Iron Hands,154,140,108,50,68,50,190,176,1.2844036697247707,0.3225806451612903,27104,90,4,1,0,Equilibrados / All-Around (3)
Iron Jugulis,94,80,86,122,80,108,202,166,0.9195402298850575,1.1368421052631579,15604,-42,0,0,0,Equilibrados / All-Around (1)
Iron Moth,80,70,60,140,110,110,210,170,1.1475409836065573,1.3580246913580247,13600,-70,0,0,0,Equilibrados / All-Around (1)
Iron Thorns,100,134,110,70,84,72,204,194,1.2072072072072073,0.7128712871287128,19400,64,4,1,0,Equilibrados / All-Around (3)
Frigibax,65,75,45,35,45,55,110,90,1.6304347826086956,0.8333333333333334,5850,40,1,2,0,Equilibrados / All-Around (2)
Arctibax,90,95,66,45,65,62,140,131,1.4179104477611941,0.6813186813186813,11790,50,2,1,0,Velocistas Ofensivos (1)
Baxcalibur,115,145,92,75,86,87,220,178,1.5591397849462365,0.75,20470,70,2,1,0,Velocistas Ofensivos (1)
Gimmighoul,45,30,70,75,70,10,105,140,0.4225352112676056,0.21739130434782608,6300,-45,1,2,0,Equilibrados / All-Around (2)
Gimmighoul,45,30,25,75,45,80,105,70,1.1538461538461537,1.7391304347826086,3150,-45,1,2,0,Equilibrados / All-Around (2)
Gholdengo,87,60,95,133,91,84,193,186,0.625,0.9545454545454546,16182,-73,0,0,0,Equilibrados / All-Around (1)
Wo-Chien,85,85,100,95,135,70,180,235,0.8415841584158416,0.813953488372093,19975,-10,4,0,0,Equilibrados / All-Around (3)
Chien-Pao,80,120,80,90,65,135,210,145,1.4814814814814814,1.6666666666666667,11600,30,2,0,0,Velocistas Ofensivos (1)
Ting-Lu,155,110,125,55,80,45,165,205,0.873015873015873,0.28846153846153844,31775,55,4,1,0,Equilibrados / All-Around (3)
Chi-Yu,55,80,80,135,120,100,215,200,0.9876543209876543,1.7857142857142858,11000,-55,0,0,0,Equilibrados / All-Around (1)
Roaring Moon,105,139,71,55,101,119,194,172,1.9305555555555556,1.1226415094339623,18060,84,2,1,0,Velocistas Ofensivos (1)
Iron Valiant,74,130,90,120,60,116,250,150,1.4285714285714286,1.5466666666666666,11100,10,2,0,0,Velocistas Ofensivos (1)
Koraidon,100,135,115,85,100,135,220,215,1.1637931034482758,1.3366336633663367,21500,50,5,1,0,Tanques
Miraidon,100,85,100,135,115,135,220,215,0.8415841584158416,1.3366336633663367,21500,-50,5,0,0,Tanques
Walking Wake,99,83,91,125,83,109,208,174,0.9021739130434783,1.09,17226,-42,0,0,0,Equilibrados / All-Around (1)
Iron Leaves,90,130,88,70,108,104,200,196,1.4606741573033708,1.1428571428571428,17640,60,2,1,0,Velocistas Ofensivos (1)
Dipplin,80,80,110,95,80,40,175,190,0.7207207207207207,0.49382716049382713,15200,-15,4,1,0,Equilibrados / All-Around (3)
Sinistcha,71,60,106,121,80,70,181,186,0.5607476635514018,0.9722222222222222,13206,-61,0,0,0,Equilibrados / All-Around (1)
Okidogi,88,128,115,58,86,80,186,201,1.103448275862069,0.898876404494382,17688,70,4,1,0,Equilibrados / All-Around (3)
Munkidori,88,75,66,130,90,106,205,156,1.1194029850746268,1.1910112359550562,13728,-55,0,0,0,Equilibrados / All-Around (1)
Fezandipiti,88,91,82,70,125,99,161,207,1.0963855421686748,1.1123595505617978,18216,21,4,0,0,Equilibrados / All-Around (3)
Ogerpon,80,120,84,60,96,110,180,180,1.411764705882353,1.3580246913580247,14400,60,2,1,0,Velocistas Ofensivos (1)
Archaludon,90,105,130,125,65,85,230,195,0.8015267175572519,0.9340659340659341,17550,-20,5,0,0,Tanques
Hydrapple,106,80,110,120,80,44,200,190,0.7207207207207207,0.411214953271028,20140,-40,0,0,0,Equilibrados / All-Around (1)
Gouging Fire,105,115,121,65,93,91,180,214,0.9426229508196722,0.8584905660377359,22470,50,4,1,0,Equilibrados / All-Around (3)
Raging Bolt,125,73,91,137,89,75,210,180,0.7934782608695652,0.5952380952380952,22500,-64,0,0,0,Equilibrados / All-Around (1)
Iron Boulder,90,120,80,68,108,124,188,188,1.4814814814814814,1.3626373626373627,16920,52,2,1,0,Velocistas Ofensivos (1)
Iron Crown,90,72,100,122,108,98,194,208,0.7128712871287128,1.0769230769230769,18720,-50,0,0,0,Equilibrados / All-Around (1)
Terapagos,90,65,85,65,85,60,130,170,0.7558139534883721,0.6593406593406593,15300,0,4,1,0,Equilibrados / All-Around (3)
Terapagos,95,95,110,105,110,85,200,220,0.8558558558558559,0.8854166666666666,20900,-10,5,0,0,Tanques
Terapagos,160,105,110,130,110,85,235,220,0.9459459459459459,0.5279503105590062,35200,-25,5,0,0,Tanques
Pecharunt,88,88,160,88,88,88,176,248,0.546583850931677,0.9887640449438202,21824,0,4,1,0,Equilibrados / All-Around (3)
